1736032962.622440 server started (91794): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1736032962.622480 on Linux 6.6.68 #1-NixOS SMP PREEMPT_DYNAMIC Fri Dec 27 12:58:58 UTC 2024
1736032962.622491 using libevent 2.1.12-stable poll
1736032962.622504 using utf8proc 2.9.0
1736032962.622508 using ncurses 6.4 20221231
1736032962.644935 args_parse: flags end at 2 of 4
1736032962.644936 args_parse: 2 = v (type STRING)
1736032962.644938 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1736032962.644941 cmd_parse_build_commands: bind-key -T copy-mode-vi v { send-keys -X rectangle-toggle }
1736032962.644943 cmdq_get_command: [bind-key/0x2c222610] group 2520
1736032962.644944 cmdq_append <global>: [bind-key/0x2c222610]
1736032962.644945 yylex_token: end at WS
1736032962.644945 yylex_token: bind
1736032962.644947 yylex_token: end at WS
1736032962.644947 yylex_token: -Tcopy-mode-vi
1736032962.644948 yylex_token: end at WS
1736032962.644949 yylex_token: w
1736032962.644950 yylex_token: end at WS
1736032962.644951 yylex_token: send
1736032962.644952 yylex_token: end at WS
1736032962.644952 yylex_token: -X
1736032962.644953 yylex_token: end at WS
1736032962.644954 yylex_token: next-word
1736032962.644955 cmd_parse_build_commands 0:0: bind
1736032962.644956 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.644957 cmd_parse_build_commands 0:2: w
1736032962.644958 cmd_parse_build_commands 0:3 0:0: send
1736032962.644959 cmd_parse_build_commands 0:3 0:1: -X
1736032962.644960 cmd_parse_build_commands 0:3 0:2: next-word
1736032962.644961 cmd_parse_build_commands 0:0: send
1736032962.644962 cmd_parse_build_commands 0:1: -X
1736032962.644963 cmd_parse_build_commands 0:2: next-word
1736032962.644965 args_parse_flags: next -X
1736032962.644966 args_parse_flags: -X
1736032962.644967 args_parse_flags: next next-word
1736032962.644968 args_parse: flags end at 2 of 3
1736032962.644970 args_parse: 2 = next-word (type STRING)
1736032962.644972 cmd_parse_build_commands: send-keys -X next-word
1736032962.644973 args_parse_flags: next -Tcopy-mode-vi
1736032962.644974 args_parse_flag_argument: -T = copy-mode-vi
1736032962.644975 args_parse_flags: next w
1736032962.644976 args_parse: flags end at 2 of 4
1736032962.644977 args_parse: 2 = w (type STRING)
1736032962.644978 args_parse: 3 = send-keys -X next-word (type COMMANDS)
1736032962.644981 cmd_parse_build_commands: bind-key -T copy-mode-vi w { send-keys -X next-word }
1736032962.644983 cmdq_get_command: [bind-key/0x2c221d60] group 2528
1736032962.644984 cmdq_append <global>: [bind-key/0x2c221d60]
1736032962.644985 yylex_token: end at WS
1736032962.644985 yylex_token: bind
1736032962.644987 yylex_token: end at WS
1736032962.644987 yylex_token: -Tcopy-mode-vi
1736032962.644988 yylex_token: end at WS
1736032962.644989 yylex_token: {
1736032962.644990 yylex_token: end at WS
1736032962.644991 yylex_token: send
1736032962.644992 yylex_token: end at WS
1736032962.644992 yylex_token: -X
1736032962.644993 yylex_token: end at WS
1736032962.644994 yylex_token: previous-paragraph
1736032962.644996 cmd_parse_build_commands 0:0: bind
1736032962.644997 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.644998 cmd_parse_build_commands 0:2: {
1736032962.644999 cmd_parse_build_commands 0:3 0:0: send
1736032962.645000 cmd_parse_build_commands 0:3 0:1: -X
1736032962.645001 cmd_parse_build_commands 0:3 0:2: previous-paragraph
1736032962.645003 cmd_parse_build_commands 0:0: send
1736032962.645004 cmd_parse_build_commands 0:1: -X
1736032962.645005 cmd_parse_build_commands 0:2: previous-paragraph
1736032962.645006 args_parse_flags: next -X
1736032962.645007 args_parse_flags: -X
1736032962.645008 args_parse_flags: next previous-paragraph
1736032962.645009 args_parse: flags end at 2 of 3
1736032962.645010 args_parse: 2 = previous-paragraph (type STRING)
1736032962.645012 cmd_parse_build_commands: send-keys -X previous-paragraph
1736032962.645013 args_parse_flags: next -Tcopy-mode-vi
1736032962.645014 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645015 args_parse_flags: next {
1736032962.645016 args_parse: flags end at 2 of 4
1736032962.645017 args_parse: 2 = { (type STRING)
1736032962.645019 args_parse: 3 = send-keys -X previous-paragraph (type COMMANDS)
1736032962.645022 cmd_parse_build_commands: bind-key -T copy-mode-vi \\{ { send-keys -X previous-paragraph }
1736032962.645024 cmdq_get_command: [bind-key/0x2c222ae0] group 2536
1736032962.645025 cmdq_append <global>: [bind-key/0x2c222ae0]
1736032962.645026 yylex_token: end at WS
1736032962.645026 yylex_token: bind
1736032962.645027 yylex_token: end at WS
1736032962.645028 yylex_token: -Tcopy-mode-vi
1736032962.645029 yylex_token: end at WS
1736032962.645030 yylex_token: }
1736032962.645031 yylex_token: end at WS
1736032962.645032 yylex_token: send
1736032962.645032 yylex_token: end at WS
1736032962.645033 yylex_token: -X
1736032962.645034 yylex_token: end at WS
1736032962.645035 yylex_token: next-paragraph
1736032962.645036 cmd_parse_build_commands 0:0: bind
1736032962.645037 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.645038 cmd_parse_build_commands 0:2: }
1736032962.645039 cmd_parse_build_commands 0:3 0:0: send
1736032962.645040 cmd_parse_build_commands 0:3 0:1: -X
1736032962.645043 cmd_parse_build_commands 0:3 0:2: next-paragraph
1736032962.645044 cmd_parse_build_commands 0:0: send
1736032962.645045 cmd_parse_build_commands 0:1: -X
1736032962.645046 cmd_parse_build_commands 0:2: next-paragraph
1736032962.645048 args_parse_flags: next -X
1736032962.645049 args_parse_flags: -X
1736032962.645050 args_parse_flags: next next-paragraph
1736032962.645051 args_parse: flags end at 2 of 3
1736032962.645052 args_parse: 2 = next-paragraph (type STRING)
1736032962.645054 cmd_parse_build_commands: send-keys -X next-paragraph
1736032962.645055 args_parse_flags: next -Tcopy-mode-vi
1736032962.645056 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645057 args_parse_flags: next }
1736032962.645059 args_parse: flags end at 2 of 4
1736032962.645060 args_parse: 2 = } (type STRING)
1736032962.645062 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1736032962.645065 cmd_parse_build_commands: bind-key -T copy-mode-vi \\} { send-keys -X next-paragraph }
1736032962.645067 cmdq_get_command: [bind-key/0x2c223140] group 2544
1736032962.645068 cmdq_append <global>: [bind-key/0x2c223140]
1736032962.645069 yylex_token: end at WS
1736032962.645069 yylex_token: bind
1736032962.645071 yylex_token: end at WS
1736032962.645071 yylex_token: -Tcopy-mode-vi
1736032962.645072 yylex_get_word: %
1736032962.645073 yylex_token: end at WS
1736032962.645074 yylex_token: send
1736032962.645075 yylex_token: end at WS
1736032962.645076 yylex_token: -X
1736032962.645077 yylex_token: end at WS
1736032962.645078 yylex_token: next-matching-bracket
1736032962.645079 cmd_parse_build_commands 0:0: bind
1736032962.645080 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.645081 cmd_parse_build_commands 0:2: %
1736032962.645082 cmd_parse_build_commands 0:3 0:0: send
1736032962.645083 cmd_parse_build_commands 0:3 0:1: -X
1736032962.645084 cmd_parse_build_commands 0:3 0:2: next-matching-bracket
1736032962.645086 cmd_parse_build_commands 0:0: send
1736032962.645087 cmd_parse_build_commands 0:1: -X
1736032962.645088 cmd_parse_build_commands 0:2: next-matching-bracket
1736032962.645090 args_parse_flags: next -X
1736032962.645091 args_parse_flags: -X
1736032962.645092 args_parse_flags: next next-matching-bracket
1736032962.645093 args_parse: flags end at 2 of 3
1736032962.645094 args_parse: 2 = next-matching-bracket (type STRING)
1736032962.645096 cmd_parse_build_commands: send-keys -X next-matching-bracket
1736032962.645097 args_parse_flags: next -Tcopy-mode-vi
1736032962.645098 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645099 args_parse_flags: next %
1736032962.645100 args_parse: flags end at 2 of 4
1736032962.645101 args_parse: 2 = % (type STRING)
1736032962.645103 args_parse: 3 = send-keys -X next-matching-bracket (type COMMANDS)
1736032962.645107 cmd_parse_build_commands: bind-key -T copy-mode-vi \\% { send-keys -X next-matching-bracket }
1736032962.645108 cmdq_get_command: [bind-key/0x2c222ea0] group 2552
1736032962.645109 cmdq_append <global>: [bind-key/0x2c222ea0]
1736032962.645110 yylex_token: end at WS
1736032962.645111 yylex_token: bind
1736032962.645112 yylex_token: end at WS
1736032962.645113 yylex_token: -Tcopy-mode-vi
1736032962.645114 yylex_token: end at WS
1736032962.645114 yylex_token: Home
1736032962.645115 yylex_token: end at WS
1736032962.645116 yylex_token: send
1736032962.645117 yylex_token: end at WS
1736032962.645118 yylex_token: -X
1736032962.645119 yylex_token: end at WS
1736032962.645120 yylex_token: start-of-line
1736032962.645121 cmd_parse_build_commands 0:0: bind
1736032962.645122 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.645123 cmd_parse_build_commands 0:2: Home
1736032962.645124 cmd_parse_build_commands 0:3 0:0: send
1736032962.645125 cmd_parse_build_commands 0:3 0:1: -X
1736032962.645126 cmd_parse_build_commands 0:3 0:2: start-of-line
1736032962.645128 cmd_parse_build_commands 0:0: send
1736032962.645129 cmd_parse_build_commands 0:1: -X
1736032962.645130 cmd_parse_build_commands 0:2: start-of-line
1736032962.645131 args_parse_flags: next -X
1736032962.645132 args_parse_flags: -X
1736032962.645133 args_parse_flags: next start-of-line
1736032962.645134 args_parse: flags end at 2 of 3
1736032962.645135 args_parse: 2 = start-of-line (type STRING)
1736032962.645137 cmd_parse_build_commands: send-keys -X start-of-line
1736032962.645138 args_parse_flags: next -Tcopy-mode-vi
1736032962.645139 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645140 args_parse_flags: next Home
1736032962.645141 args_parse: flags end at 2 of 4
1736032962.645142 args_parse: 2 = Home (type STRING)
1736032962.645143 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1736032962.645147 cmd_parse_build_commands: bind-key -T copy-mode-vi Home { send-keys -X start-of-line }
1736032962.645150 cmdq_get_command: [bind-key/0x2c223820] group 2560
1736032962.645151 cmdq_append <global>: [bind-key/0x2c223820]
1736032962.645152 yylex_token: end at WS
1736032962.645152 yylex_token: bind
1736032962.645153 yylex_token: end at WS
1736032962.645154 yylex_token: -Tcopy-mode-vi
1736032962.645155 yylex_token: end at WS
1736032962.645156 yylex_token: End
1736032962.645157 yylex_token: end at WS
1736032962.645158 yylex_token: send
1736032962.645158 yylex_token: end at WS
1736032962.645159 yylex_token: -X
1736032962.645160 yylex_token: end at WS
1736032962.645161 yylex_token: end-of-line
1736032962.645162 cmd_parse_build_commands 0:0: bind
1736032962.645163 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.645164 cmd_parse_build_commands 0:2: End
1736032962.645165 cmd_parse_build_commands 0:3 0:0: send
1736032962.645166 cmd_parse_build_commands 0:3 0:1: -X
1736032962.645167 cmd_parse_build_commands 0:3 0:2: end-of-line
1736032962.645168 cmd_parse_build_commands 0:0: send
1736032962.645169 cmd_parse_build_commands 0:1: -X
1736032962.645170 cmd_parse_build_commands 0:2: end-of-line
1736032962.645172 args_parse_flags: next -X
1736032962.645173 args_parse_flags: -X
1736032962.645174 args_parse_flags: next end-of-line
1736032962.645174 args_parse: flags end at 2 of 3
1736032962.645175 args_parse: 2 = end-of-line (type STRING)
1736032962.645179 cmd_parse_build_commands: send-keys -X end-of-line
1736032962.645180 args_parse_flags: next -Tcopy-mode-vi
1736032962.645181 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645182 args_parse_flags: next End
1736032962.645183 args_parse: flags end at 2 of 4
1736032962.645184 args_parse: 2 = End (type STRING)
1736032962.645186 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1736032962.645189 cmd_parse_build_commands: bind-key -T copy-mode-vi End { send-keys -X end-of-line }
1736032962.645191 cmdq_get_command: [bind-key/0x2c223a10] group 2568
1736032962.645192 cmdq_append <global>: [bind-key/0x2c223a10]
1736032962.645193 yylex_token: end at WS
1736032962.645193 yylex_token: bind
1736032962.645194 yylex_token: end at WS
1736032962.645195 yylex_token: -Tcopy-mode-vi
1736032962.645196 yylex_token: end at WS
1736032962.645197 yylex_token: MouseDown1Pane
1736032962.645198 yylex_token: end at WS
1736032962.645199 yylex_token: select-pane
1736032962.645201 cmd_parse_build_commands 0:0: bind
1736032962.645201 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.645202 cmd_parse_build_commands 0:2: MouseDown1Pane
1736032962.645204 cmd_parse_build_commands 0:3 0:0: select-pane
1736032962.645205 cmd_parse_build_commands 0:0: select-pane
1736032962.645206 args_parse: flags end at 1 of 1
1736032962.645208 cmd_parse_build_commands: select-pane
1736032962.645209 args_parse_flags: next -Tcopy-mode-vi
1736032962.645210 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645211 args_parse_flags: next MouseDown1Pane
1736032962.645211 args_parse: flags end at 2 of 4
1736032962.645212 args_parse: 2 = MouseDown1Pane (type STRING)
1736032962.645214 args_parse: 3 = select-pane (type COMMANDS)
1736032962.645217 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDown1Pane { select-pane }
1736032962.645219 cmdq_get_command: [bind-key/0x2c224290] group 2576
1736032962.645219 cmdq_append <global>: [bind-key/0x2c224290]
1736032962.645220 yylex_token: end at WS
1736032962.645221 yylex_token: bind
1736032962.645222 yylex_token: end at WS
1736032962.645223 yylex_token: -Tcopy-mode-vi
1736032962.645224 yylex_token: end at WS
1736032962.645225 yylex_token: MouseDrag1Pane
1736032962.645226 yylex_token: end at ;
1736032962.645227 yylex_token: select-pane
1736032962.645228 yylex_token: end at WS
1736032962.645229 yylex_token: send
1736032962.645230 yylex_token: end at WS
1736032962.645231 yylex_token: -X
1736032962.645232 yylex_token: end at WS
1736032962.645233 yylex_token: begin-selection
1736032962.645234 cmd_parse_build_commands 0:0: bind
1736032962.645235 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.645236 cmd_parse_build_commands 0:2: MouseDrag1Pane
1736032962.645238 cmd_parse_build_commands 0:3 0:0: select-pane
1736032962.645239 cmd_parse_build_commands 0:3 1:0: send
1736032962.645240 cmd_parse_build_commands 0:3 1:1: -X
1736032962.645241 cmd_parse_build_commands 0:3 1:2: begin-selection
1736032962.645243 cmd_parse_build_commands 0:0: select-pane
1736032962.645244 cmd_parse_build_commands 1:0: send
1736032962.645245 cmd_parse_build_commands 1:1: -X
1736032962.645246 cmd_parse_build_commands 1:2: begin-selection
1736032962.645247 args_parse: flags end at 1 of 1
1736032962.645249 args_parse_flags: next -X
1736032962.645250 args_parse_flags: -X
1736032962.645251 args_parse_flags: next begin-selection
1736032962.645252 args_parse: flags end at 2 of 3
1736032962.645253 args_parse: 2 = begin-selection (type STRING)
1736032962.645255 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1736032962.645257 args_parse_flags: next -Tcopy-mode-vi
1736032962.645258 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645258 args_parse_flags: next MouseDrag1Pane
1736032962.645259 args_parse: flags end at 2 of 4
1736032962.645260 args_parse: 2 = MouseDrag1Pane (type STRING)
1736032962.645262 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1736032962.645266 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1736032962.645267 cmdq_get_command: [bind-key/0x2c2245c0] group 2584
1736032962.645268 cmdq_append <global>: [bind-key/0x2c2245c0]
1736032962.645269 yylex_token: end at WS
1736032962.645270 yylex_token: bind
1736032962.645271 yylex_token: end at WS
1736032962.645272 yylex_token: -Tcopy-mode-vi
1736032962.645273 yylex_token: end at WS
1736032962.645274 yylex_token: MouseDragEnd1Pane
1736032962.645275 yylex_token: end at WS
1736032962.645276 yylex_token: send
1736032962.645277 yylex_token: end at WS
1736032962.645278 yylex_token: -X
1736032962.645279 yylex_token: end at WS
1736032962.645280 yylex_token: copy-pipe-and-cancel
1736032962.645281 cmd_parse_build_commands 0:0: bind
1736032962.645282 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1736032962.645284 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1736032962.645285 cmd_parse_build_commands 0:3 0:0: send
1736032962.645286 cmd_parse_build_commands 0:3 0:1: -X
1736032962.645287 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1736032962.645288 cmd_parse_build_commands 0:0: send
1736032962.645289 cmd_parse_build_commands 0:1: -X
1736032962.645290 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1736032962.645292 args_parse_flags: next -X
1736032962.645293 args_parse_flags: -X
1736032962.645294 args_parse_flags: next copy-pipe-and-cancel
1736032962.645294 args_parse: flags end at 2 of 3
1736032962.645295 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1736032962.645297 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1736032962.645298 args_parse_flags: next -Tcopy-mode-vi
1736032962.645299 args_parse_flag_argument: -T = copy-mode-vi
1736032962.645300 args_parse_flags: next MouseDragEnd1Pane
1736032962.645301 args_parse: flags end at 2 of 4
1736032962.645302 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1736032962.645305 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1736032962.645309 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1736032962.645311 cmdq_get_command: [bind-key/0x2c224c50] group 2593
